from,to,relation,film,time
Affleck,Aniston,coacting,hesjustnotthatintoyou,2009
Affleck,Barrymore,coacting,hesjustnotthatintoyou,2009
Affleck,Barrymore,actedinprod,hesjustnotthatintoyou,2009
Affleck,Kunis,coacting,extract,2009
Affleck,Affleck,directed,thetown,2010
Affleck,Affleck,actedindirect,thetown,2010
Affleck,Affleck,written,thetown,2010
Affleck,Affleck,actedinwritten,thetown,2010
Affleck,Affleck,writtendirected,thetown,2010
Affleck,Affleck,directedwritten,thetown,2010
Affleck,Affleck,produced,argo,2012
Affleck,Affleck,directed,argo,2012
Affleck,Affleck,actedindirect,argo,2012
Affleck,Affleck,actedinprod,argo,2012
Affleck,Affleck,directedprod,argo,2012
Affleck,Affleck,proddirected,argo,2012
Affleck,Perry,coacting,gonegirl,2014
Affleck,Cavill,coacting,batmanvsupermandawnofjustice,2016
Affleck,Affleck,directed,livebynight,2016
Affleck,Affleck,produced,livebynight,2016
Affleck,Affleck,written,livebynight,2016
Affleck,Affleck,actedindirect,livebynight,2016
Affleck,Affleck,actedinprod,livebynight,2016
Affleck,Affleck,actedinwritten,livebynight,2016
Affleck,Affleck,prodwritten,livebynight,2016
Affleck,Affleck,writtenprod,livebynight,2016
Affleck,Affleck,proddirected,livebynight,2016
Affleck,Affleck,directedprod,livebynight,2016
Affleck,Affleck,prodwritten,livebynight,2016
Affleck,Affleck,writtenprod,livebynight,2016
Affleck,Affleck,produced,justiceleague,2017
Affleck,Affleck,actedinprod,justiceleague,2017
Affleck,Cavill,produced,justiceleague,2017
Affleck,Cavill,coacting,justiceleague,2017
Aniston,Affleck,coacting,hesjustnotthatintoyou,2009
Aniston,Barrymore,coacting,hesjustnotthatintoyou,2009
Aniston,Barrymore,actedinprod,hesjustnotthatintoyou,2009
Aniston,Butler,coacting,thebountyhunter,2010
Aniston,Aniston,produced,theswitch,2010
Aniston,Aniston,actedinprod,theswitch,2010
Aniston,Sandler,actedinprod,justgowithit,2011
Aniston,Sandler,coacting,justgowithit,2011
Aniston,Swardson,coacting,justgowithit,2011
Aniston,Aniston,produced,lifeofcrime,2013
Aniston,Aniston,actedinprod,lifeofcrime,2013
Aniston,Aniston,produced,cake,2014
Aniston,Aniston,actedinprod,cake,2014
Aniston,Roberts,coacting,mothersday,2016
Aniston,Aniston,produced,theyellowbirds,2017
Aniston,Aniston,actedinprod,theyellowbirds,2017
Barrymore,Affleck,coacting,hesjustnotthatintoyou,2009
Barrymore,Affleck,produced,hesjustnotthatintoyou,2009
Barrymore,Aniston,coacting,hesjustnotthatintoyou,2009
Barrymore,Aniston,produced,hesjustnotthatintoyou,2009
Barrymore,Barrymore,produced,hesjustnotthatintoyou,2009
Barrymore,Barrymore,actedinprod,hesjustnotthatintoyou,2009
Barrymore,Barrymore,directed,whipit,2009
Barrymore,Barrymore,produced,whipit,2009
Barrymore,Barrymore,actedinprod,whipit,2009
Barrymore,Barrymore,actedindirect,whipit,2009
Barrymore,Barrymore,proddirected,whipit,2009
Barrymore,Barrymore,directedprod,whipit,2009
Barrymore,Deniro,coacting,everybodysfine,2009
Barrymore,Palin,coacting,bigmiracle,2012
Barrymore,Sandler,actedinprod,blended,2014
Barrymore,Sandler,coacting,blended,2014
Barrymore,Johnson,produced,howtobesingle,2016
Berry,Berry,produced,frankiealice,2010
Berry,Berry,actedinprod,frankiealice,2010
Berry,Efron,coacting,newyearseve,2011
Berry,Deniro,coacting,newyearseve,2011
Berry,Heigl,coacting,newyearseve,2011
Berry,Kutcher,coacting,newyearseve,2011
Berry,Parker,coacting,newyearseve,2011
Berry,Macfarlane,coacting,movie43,2013
Berry,Watts,coacting,movie43,2013
Berry,Butler,coacting,movie43,2013
Berry,Lawrencej,coacting,xmendaysoffuturepast,2014
Berry,Berry,produced,kidnap,2017
Berry,Berry,actedinprod,kidnap,2017
Berry,Tatum,coacting,kingsmanthegoldencircle,2017
Black,Black,produced,gulliverstravel,2010
Black,Black,actedinprod,gulliverstravel,2010
Black,Ferrell,coacting,fightforyourrightrevisited,2011
Black,Stiller,actedinprod,thebigyear,2011
Black,Martin,coacting,thebigyear,2011
Black,Diaz,coacting,sextape,2014
Black,Black,produced,thedtrain,2015
Black,Black,actedinprod,thedtrain,2015
Black,Jonasn,coacting,jumanjiwelcometothejungle,2017
Black,Black,produced,thepolkaking,2017
Black,Black,actedinprod,thepolkaking,2017
Brand,Brand,produced,arthur,2011
Brand,Brand,actedinprod,arthur,2011
Brand,Cruise,coacting,rockofages,2012
Brand,Cage,coacting,armyofone,2016
Bullock,Bullock,produced,theproposal,2009
Bullock,Bullock,actedinprod,theproposal,2009
Bullock,Bullock,produced,allaboutsteve,2009
Bullock,Bullock,actedinprod,allaboutsteve,2009
Bullock,Mccarthy,coacting,theheat,2013
Bullock,Bullock,produced,ourbrandiscrisis,2015
Bullock,Bullock,actedinprod,ourbrandiscrisis,2015
Butler,Heigl,actedinprod,theuglytruth,2009
Butler,Heigl,coacting,theuglytruth,2009
Butler,Butler,produced,lawabidingcitizen,2009
Butler,Butler,actedinprod,lawabidingcitizen,2009
Butler,Aniston,coacting,thebountyhunter,2010
Butler,Butler,produced,machinegunpreacher,2011
Butler,Butler,actedinprod,machinegunpreacher,2011
Butler,Butler,produced,chasingmavericks,2012
Butler,Butler,actedinprod,chasingmavericks,2012
Butler,Butler,produced,playingforkeeps,2012
Butler,Butler,actedinprod,playingforkeeps,2012
Butler,Macfarlane,coacting,movie43,2013
Butler,Watts,coacting,movie43,2013
Butler,Berry,coacting,movie43,2013
Butler,Butler,produced,olympushasfallen,2013
Butler,Butler,actedinprod,olympushasfallen,2013
Butler,Butler,produced,londonhasfallen,2016
Butler,Butler,actedinprod,londonhasfallen,2016
Butler,Butler,produced,afamilyman,2016
Butler,Butler,actedinprod,afamilyman,2016
Cage,Cage,produced,thesorcerersapprentice,2010
Cage,Cage,actedinprod,thesorcerersapprentice,2010
Cage,Murphy,produced,athousandwords,2012
Cage,Brand,coacting,armyofone,2016
Cage,Woodley,coacting,snowden,2016
Cage,Cage,produced,vengeancealovestory,2017
Cage,Cage,actedinprod,vengeancealovestory,2017
Cameron,Cameron,written,unstoppable,2013
Cameron,Cameron,actedinwritten,unstoppable,2013
Cameron,Cameron,produced,savingchristmas,2014
Cameron,Cameron,actedinprod,savingchristmas,2014
Cattrall,Parker,actedinprod,sexandthecity2,2010
Cattrall,Davis,coacting,sexandthecity2,2010
Cattrall,Parker,coacting,sexandthecity2,2010
Cattrall,Nixon,coacting,sexandthecity2,2010
Cattrall,Cyrus,coacting,sexandthecity2,2010
Cavill,Lutz,coacting,immortals,2011
Cavill,Affleck,coacting,batmanvsupermandawnofjustice,2016
Cavill,Affleck,actedinprod,justiceleague,2017
Cavill,Affleck,coacting,justiceleague,2017
Cruise,Diaz,coacting,knightandday,2010
Cruise,Cruise,produced,missionimpossibleghostprotocol,2011
Cruise,Cruise,actedinprod,missionimpossibleghostprotocol,2011
Cruise,Brand,coacting,rockofages,2012
Cruise,Cruise,produced,jackreacher,2012
Cruise,Cruise,actedinprod,jackreacher,2012
Cruise,Cruise,produced,missionimpossibleroguenation,2015
Cruise,Cruise,actedinprod,missionimpossibleroguenation,2015
Cruise,Cruise,produced,jackreachernevergoback,2016
Cruise,Cruise,actedinprod,jackreachernevergoback,2016
Cyrus,Davis,coacting,sexandthecity2,2010
Cyrus,Parker,coacting,sexandthecity2,2010
Cyrus,Nixon,coacting,sexandthecity2,2010
Cyrus,Cattrall,coacting,sexandthecity2,2010
Cyrus,Parker,actedinprod,sexandthecity2,2010
Cyrus,Smith,coacting,justinbieberneversaynever,2011
Davis,Cyrus,coacting,sexandthecity2,2010
Davis,Parker,coacting,sexandthecity2,2010
Davis,Nixon,coacting,sexandthecity2,2010
Davis,Cattrall,coacting,sexandthecity2,2010
Davis,Parker,actedinprod,sexandthecity2,2010
Deniro,Depp,produced,publicenemies,2009
Deniro,Tatum,produced,publicenemies,2009
Deniro,Barrymore,coacting,everybodysfine,2009
Deniro,Lohan,coacting,machete,2010
Deniro,Jovovich,coacting,stone,2010
Deniro,Deniro,produced,littlefockers,2010
Deniro,Deniro,actedinprod,littlefockers,2010
Deniro,Stiller,coacting,littlefockers,2010
Deniro,Streisand,coacting,littlefockers,2010
Deniro,Efron,coacting,newyearseve,2011
Deniro,Berry,coacting,newyearseve,2011
Deniro,Heigl,coacting,newyearseve,2011
Deniro,Kutcher,coacting,newyearseve,2011
Deniro,Parker,coacting,newyearseve,2011
Deniro,Lawrencej,coacting,silverliningsplaybook,2012
Deniro,Heigl,coacting,thebigwedding,2013
Deniro,Travolta,coacting,killingseason,2013
Deniro,Lawrencej,coacting,americanhustle,2013
Deniro,Stallone,coacting,grudgematch,2013
Deniro,Lawrencej,coacting,joy,2015
Deniro,Efron,coacting,dirtygrandpa,2016
Depp,Tatum,coacting,publicenemies,2009
Depp,Deniro,actedinprod,publicenemies,2009
Depp,Depp,writtendirected,unloveable,2009
Depp,Depp,directedwritten,unloveable,2009
Depp,Depp,produced,therumdiary,2011
Depp,Depp,actedinprod,therumdiary,2011
Depp,Sandler,actedinprod,jackandjill,2011
Depp,Sandler,actedinwritten,jackandjill,2011
Depp,Sandler,coacting,jackandjill,2011
Depp,Swardson,coacting,jackandjill,2011
Depp,Tatum,actedinprod,21jumpstreet,2012
Depp,Tatum,coacting,21jumpstreet,2012
Depp,Johnson,coacting,21jumpstreet,2012
Depp,Depp,produced,darkshadows,2012
Depp,Depp,actedinprod,darkshadows,2012
Depp,Depp,produced,theloneranger,2013
Depp,Depp,actedinprod,theloneranger,2013
Depp,Depp,produced,mortdecai,2015
Depp,Depp,actedinprod,mortdecai,2015
Depp,Paltrow,coacting,mortdecai,2015
Depp,Paltrow,produced,mortdecai,2015
Depp,Johnson,coacting,blackmass,2015
Diaz,Cruise,coacting,knightandday,2010
Diaz,Lopez,coacting,whattoexpectwhenyoureexpecting,2012
Diaz,Black,coacting,sextape,2014
Diaz,Kunis,coacting,annie,2014
Diaz,Kutcher,coacting,annie,2014
Dornan,Johnson,coacting,fiftyshadesofgrey,2015
Dornan,Johnson,coacting,fiftyshadesdarker,2017
Dsouza,Dsouza,writtendirected,2016obamasamerica,2012
Dsouza,Dsouza,directedwritten,2016obamasamerica,2012
Dsouza,Dsouza,writtendirected,americaimaginetheworldwithouther,2014
Dsouza,Dsouza,directedwritten,americaimaginetheworldwithouther,2014
Dsouza,Dsouza,writtenprod,americaimaginetheworldwithouther,2014
Dsouza,Dsouza,prodwritten,americaimaginetheworldwithouther,2014
Dsouza,Dsouza,proddirected,americaimaginetheworldwithouther,2014
Dsouza,Dsouza,directedprod,americaimaginetheworldwithouther,2014
Dsouza,Turner,coacting,hillarysamericathesecrethistoryofthedemocraticparty,2016
Dsouza,Turner,directed,hillarysamericathesecrethistoryofthedemocraticparty,2016
Dsouza,Turner,written,hillarysamericathesecrethistoryofthedemocraticparty,2016
Dsouza,Turner,produced,hillarysamericathesecrethistoryofthedemocraticparty,2016
Dsouza,Dsouza,writtendirected,hillarysamericathesecrethistoryofthedemocraticparty,2016
Dsouza,Dsouza,directedwritten,hillarysamericathesecrethistoryofthedemocraticparty,2016
Dsouza,Dsouza,writtenprod,hillarysamericathesecrethistoryofthedemocraticparty,2016
Dsouza,Dsouza,prodwritten,hillarysamericathesecrethistoryofthedemocraticparty,2016
Dsouza,Dsouza,proddirected,hillarysamericathesecrethistoryofthedemocraticparty,2016
Dsouza,Dsouza,directedprod,hillarysamericathesecrethistoryofthedemocraticparty,2016
Dsouza,Dsouza,produced,hillarysamericathesecrethistoryofthedemocraticparty,2016
Dsouza,Dsouza,actedinprod,hillarysamericathesecrethistoryofthedemocraticparty,2016
Dsouza,Dsouza,written,hillarysamericathesecrethistoryofthedemocraticparty,2016
Dsouza,Dsouza,actedinwritten,hillarysamericathesecrethistoryofthedemocraticparty,2016
Dsouza,Dsouza,directed,hillarysamericathesecrethistoryofthedemocraticparty,2016
Dsouza,Dsouza,actedindirect,hillarysamericathesecrethistoryofthedemocraticparty,2016
Efron,Berry,coacting,newyearseve,2011
Efron,Deniro,coacting,newyearseve,2011
Efron,Heigl,coacting,newyearseve,2011
Efron,Kutcher,coacting,newyearseve,2011
Efron,Parker,coacting,newyearseve,2011
Efron,Efron,produced,thatawkwardmoment,2014
Efron,Efron,actedinprod,thatawkwardmoment,2014
Efron,Deniro,coacting,dirtygrandpa,2016
Efron,Gomez,coacting,neighbors2sororityrising,2016
Ferrell,Ferrell,produced,thegoodslivehardsellhard,2009
Ferrell,Ferrell,actedinprod,thegoodslivehardsellhard,2009
Ferrell,Ferrell,produced,theotherguys,2010
Ferrell,Ferrell,actedinprod,theotherguys,2010
Ferrell,Wahlberg,produced,theotherguys,2010
Ferrell,Wahlberg,coacting,theotherguys,2010
Ferrell,Black,coacting,fightforyourrightrevisited,2011
Ferrell,Ferrell,produced,timandericsbilliondollarmovie,2012
Ferrell,Ferrell,actedinprod,timandericsbilliondollarmovie,2012
Ferrell,Ferrell,produced,casademipadre,2012
Ferrell,Ferrell,actedinprod,casademipadre,2012
Ferrell,Ferrell,produced,thecampaign,2012
Ferrell,Ferrell,actedinprod,thecampaign,2012
Ferrell,Ferrell,written,anchorman2thelegendcontinues,2013
Ferrell,Ferrell,actedinwritten,anchorman2thelegendcontinues,2013
Ferrell,Ferrell,produced,anchorman2thelegendcontinues,2013
Ferrell,Ferrell,actedinprod,anchorman2thelegendcontinues,2013
Ferrell,Ferrell,writtenprod,anchorman2thelegendcontinues,2013
Ferrell,Ferrell,prodwritten,anchorman2thelegendcontinues,2013
Ferrell,Mccarthy,coproduced,tammy,2014
Ferrell,Mccarthy,prodwritten,tammy,2014
Ferrell,Mccarthy,produced,tammy,2014
Ferrell,Wahlberg,produced,daddyshome,2015
Ferrell,Wahlberg,coacting,daddyshome,2015
Ferrell,Ferrell,produced,daddyshome,2015
Ferrell,Ferrell,actedinprod,daddyshome,2015
Ferrell,Ferrell,produced,gethard,2015
Ferrell,Ferrell,actedinprod,gethard,2015
Ferrell,Stiller,actedindirect,zoolander2,2016
Ferrell,Stiller,actedinprod,zoolander2,2016
Ferrell,Stiller,actedinwritten,zoolander2,2016
Ferrell,Stiller,coacting,zoolander2,2016
Ferrell,Jonasj,coacting,zoolander2,2016
Ferrell,Jovovich,coacting,zoolander2,2016
Ferrell,Mccarthy,coproduced,theboss,2016
Ferrell,Mccarthy,prodwritten,theboss,2016
Ferrell,Mccarthy,produced,theboss,2016
Ferrell,Ferrell,produced,thehouse,2017
Ferrell,Ferrell,actedinprod,thehouse,2017
Ferrell,Wahlberg,coacting,daddyshome2,2017
Ferrell,Wahlberg,coproduced,daddyshome2,2017
Ferrell,Wahlberg,actedinprod,daddyshome2,2017
Ferrell,Ferrell,produced,daddyshome2,2017
Ferrell,Ferrell,actedinprod,daddyshome2,2017
Fox,Mccarthy,coacting,thisis40,2012
Fox,Perry,coacting,teenagemutantninjaturtlesoutoftheshadows,2016
Gomez,Cyrus,coacting,wizardsondeckwithhannahmontana,2009
Gomez,Efron,coacting,neighbors2sororityrising,2016
Heigl,Butler,coacting,theuglytruth,2009
Heigl,Butler,produced,theuglytruth,2009
Heigl,Heigl,produced,theuglytruth,2009
Heigl,Heigl,actedinprod,theuglytruth,2009
Heigl,Heigl,produced,lifeasweknowit,2010
Heigl,Heigl,actedinprod,lifeasweknowit,2010
Heigl,Mccarthy,coacting,lifeasweknowit,2010
Heigl,Mccarthy,produced,lifeasweknowit,2010
Heigl,Kutcher,coacting,killers,2010
Heigl,Kutcher,actedinprod,killers,2010
Heigl,Efron,coacting,newyearseve,2011
Heigl,Berry,coacting,newyearseve,2011
Heigl,Deniro,coacting,newyearseve,2011
Heigl,Kutcher,coacting,newyearseve,2011
Heigl,Parker,coacting,newyearseve,2011
Heigl,Heigl,produced,oneforthemoney,2012
Heigl,Heigl,actedinprod,oneforthemoney,2012
Heigl,Deniro,coacting,thebigwedding,2013
James,Sandler,coproduced,paulblartmallcop,2009
James,Sandler,writtenprod,paulblartmallcop,2009
James,James,writtenprod,paulblartmallcop,2009
James,James,prodwritten,paulblartmallcop,2009
James,Sandler,actedinprod,paulblartmallcop,2009
James,James,produced,paulblartmallcop,2009
James,James,actedinprod,paulblartmallcop,2009
James,James,actedinwritten,paulblartmallcop,2009
James,James,written,paulblartmallcop,2009
James,Sandler,actedinprod,grownups,2010
James,Sandler,actedinwritten,grownups,2010
James,Sandler,coacting,grownups,2010
James,Tatum,coacting,thedilemma,2011
James,Sandler,coproduced,zookeeper,2011
James,Sandler,writtenprod,zookeeper,2011
James,James,writtenprod,zookeeper,2011
James,James,prodwritten,zookeeper,2011
James,Sandler,actedinprod,zookeeper,2011
James,James,produced,zookeeper,2011
James,James,actedinprod,zookeeper,2011
James,James,written,zookeeper,2011
James,James,actedinwritten,zookeeper,2011
James,James,produced,hercomestheboom,2012
James,James,actedinprod,hercomestheboom,2012
James,James,written,hercomestheboom,2012
James,James,actedinwritten,hercomestheboom,2012
James,James,writtenprod,hercomestheboom,2012
James,James,prodwritten,hercomestheboom,2012
James,Sandler,coproduced,hercomestheboom,2012
James,Sandler,writtenprod,hercomestheboom,2012
James,Sandler,actedinprod,hercomestheboom,2012
James,Sandler,actedinprod,grownups2,2013
James,Sandler,actedinwritten,grownups2,2013
James,Sandler,coacting,grownups2,2013
James,Swardson,coacting,grownups2,2013
James,Lautner,coacting,grownups2,2013
James,Sandler,coproduced,paulblartmallcop2,2015
James,Sandler,writtenprod,paulblartmallcop2,2015
James,Sandler,actedinprod,paulblartmallcop2,2015
James,James,produced,paulblartmallcop2,2015
James,James,actedinprod,paulblartmallcop2,2015
James,James,written,paulblartmallcop2,2015
James,James,actedinwritten,paulblartmallcop2,2015
James,James,prodwritten,paulblartmallcop2,2015
James,James,writtenprod,paulblartmallcop2,2015
James,Sandler,coacting,pixels,2015
James,Sandler,actedinprod,pixels,2015
James,Swardson,coacting,pixels,2015
James,Sandler,actedinprod,sandywexler,2017
James,Sandler,actedinwritten,sandywexler,2017
James,Swardson,actedinprod,sandywexler,2017
James,Sandler,coacting,sandywexler,2017
James,Swardson,coacting,sandywexler,2017
Johnson,Tatum,coacting,21jumpstreet,2012
Johnson,Tatum,actedinprod,21jumpstreet,2012
Johnson,Depp,coacting,21jumpstreet,2012
Johnson,Jovovich,coacting,cymbeline,2014
Johnson,Dornan,coacting,fiftyshadesofgrey,2015
Johnson,Depp,coacting,blackmass,2015
Johnson,Barrymore,actedinprod,howtobesingle,2016
Johnson,Dornan,coacting,fiftyshadesdarker,2017
Jonasj,Jonask,coacting,jonasbrothersthe3dconcertexperience,2009
Jonasj,Jonasn,coacting,jonasbrothersthe3dconcertexperience,2009
Jonasj,Stiller,coacting,zoolander2,2016
Jonasj,Stiller,actedinprod,zoolander2,2016
Jonasj,Stiller,actedindirect,zoolander2,2016
Jonasj,Stiller,actedinwritten,zoolander2,2016
Jonasj,Ferrell,coacting,zoolander2,2016
Jonask,Jonasj,coacting,jonasbrothersthe3dconcertexperience,2009
Jonask,Jonasn,coacting,jonasbrothersthe3dconcertexperience,2009
Jonasn,Jonasj,coacting,jonasbrothersthe3dconcertexperience,2009
Jonasn,Jonask,coacting,jonasbrothersthe3dconcertexperience,2009
Jonasn,Black,coacting,jumanjiwelcometothejungle,2017
Jovovich,Deniro,coacting,stone,2010
Jovovich,Jovovich,actedinprod,facesinthecrowd,2011
Jovovich,Jovovich,produced,facesinthecrowd,2011
Jovovich,Johnson,coacting,cymbeline,2014
Jovovich,Stiller,coacting,zoolander2,2016
Jovovich,Stiller,actedinprod,zoolander2,2016
Jovovich,Stiller,actedindirect,zoolander2,2016
Jovovich,Stiller,actedinwritten,zoolander2,2016
Jovovich,Ferrell,coacting,zoolander2,2016
